1	0.000117
10001	0.009046
20001	0.019109
30001	0.032364
40001	0.027755
50001	0.036626
60001	0.053461
70001	0.070218
80001	0.066799
90001	0.080127
100001	0.097913
110001	0.124765
120001	0.122096
130001	0.104426
140001	0.108883
150001	0.153067
160001	0.147020
170001	0.129274
180001	0.157047
190001	0.169468
200001	0.181683
210001	0.177503
220001	0.183227
230001	0.191787
240001	0.214860
250001	0.222668
260001	0.218610
270001	0.255639
280001	0.225539
290001	0.256232
300001	0.269989
310001	0.266534
320001	0.294812
330001	0.293856
340001	0.336697
350001	0.327205
360001	0.351198
370001	0.313924
380001	0.317632
390001	0.358396
400001	0.381872
410001	0.376212
420001	0.394462
430001	0.375631
440001	0.374619
450001	0.385172
460001	0.429831
470001	0.433159
480001	0.435902
490001	0.465803
500001	0.440162
510001	0.460408
520001	0.458231
530001	0.466632
540001	0.463732
550001	0.476028
560001	0.560003
570001	0.504394
580001	0.553418
590001	0.583084
600001	0.544053
610001	0.598595
620001	0.594909
630001	0.622654
640001	0.609776
650001	0.683753
660001	0.686289
670001	0.606657
680001	0.635792
690001	0.688030
700001	0.659342
710001	0.708083
720001	0.698932
730001	0.693133
740001	0.675656
750001	0.706735
760001	0.744208
770001	0.752169
780001	0.736360
790001	0.803130
800001	0.741120
810001	0.753403
820001	0.826825
830001	0.753727
840001	0.809664
850001	0.815930
860001	0.792344
870001	0.820415
880001	0.761701
890001	0.805062
900001	0.759041
910001	0.793448
920001	0.886730
930001	0.794731
940001	0.848914
950001	0.856217
960001	0.860394
970001	0.926464
980001	0.923649
990001	0.890154
1000001	0.914329
1010001	0.899820
1020001	0.871871
1030001	0.980462
1040001	0.955866
1050001	0.993322
1060001	1.026979
1070001	1.035549
1080001	1.001718
1090001	1.022059
1100001	1.006965
1110001	1.047377
1120001	1.083958
1130001	1.054023
1140001	1.004531
1150001	1.092716
1160001	1.170313
1170001	1.087569
1180001	1.092630
1190001	1.168266
1200001	1.129040
1210001	1.130566
1220001	1.089199
1230001	1.208328
1240001	1.146076
1250001	1.188172
1260001	1.225464
1270001	1.195287
1280001	1.199344
1290001	1.165987
1300001	1.207390
1310001	1.218639
1320001	1.267089
1330001	1.329176
1340001	1.245649
1350001	1.240623
1360001	1.222925
1370001	1.369820
1380001	1.314740
1390001	1.368962
1400001	1.325951
1410001	1.327348
1420001	1.353671
1430001	1.429286
1440001	1.318336
1450001	1.376288
1460001	1.337246
1470001	1.349716
1480001	1.380612
1490001	1.368820
1500001	1.476952
1510001	1.455543
1520001	1.406770
1530001	1.461714
1540001	1.431625
1550001	1.428416
1560001	1.403140
1570001	1.561335
1580001	1.475294
1590001	1.625630
1600001	1.633650
1610001	1.563543
1620001	1.568713
1630001	1.567780
1640001	1.550112
1650001	1.533791
1660001	1.583688
1670001	1.586168
1680001	1.653655
1690001	1.586628
1700001	1.589073
1710001	1.590958
1720001	1.619423
1730001	1.604233
1740001	1.595290
1750001	1.655484
1760001	1.715429
1770001	1.647122
1780001	1.684523
1790001	1.776358
1800001	1.738417
1810001	1.863043
1820001	1.681095
1830001	1.804812
1840001	1.769343
1850001	1.824498
1860001	1.712111
1870001	1.778220
1880001	1.678089
1890001	1.869961
1900001	1.823757
1910001	1.741965
1920001	1.846212
1930001	1.799710
1940001	1.839736
1950001	1.772295
1960001	1.816574
1970001	1.806964
1980001	1.868315
1990001	1.843078
2000001	1.858601
