1	0.000096
100	0.000434
1000	0.001911
5000	0.008248
6000	0.008978
7000	0.010998
10000	0.013081
12000	0.015926
14000	0.017969
15000	0.017307
18000	0.018760
20000	0.021610
22000	0.023306
24000	0.022053
25000	0.023147
27000	0.025317
29000	0.029778
30000	0.026401
32000	0.035502
34000	0.029468
36000	0.029757
38000	0.041343
40000	0.035161
41000	0.039390
43000	0.038995
45000	0.035700
48000	0.042484
50000	0.047204
55000	0.050755
57000	0.046398
60000	0.054690
61000	0.054970
64000	0.057463
68000	0.058792
71000	0.061849
73000	0.059072
79000	0.066551
82000	0.074349
85000	0.073111
88000	0.070863
90000	0.077763
93000	0.078990
96000	0.088736
99000	0.082526
100000	0.084563
