1	0.000198
3	0.000238
6	0.000224
9	0.000237
11	0.000222
13	0.000242
15	0.000220
17	0.000132
19	0.000219
22	0.000254
25	0.000159
28	0.000240
31	0.000181
33	0.000264
35	0.000225
37	0.000256
39	0.000208
41	0.000257
45	0.000269
47	0.000283
49	0.000254
51	0.000266
52	0.000284
56	0.000280
59	0.000349
61	0.000295
63	0.000305
65	0.000238
68	0.000258
69	0.000304
71	0.000254
73	0.000198
75	0.000290
79	0.000294
80	0.000337
82	0.000286
85	0.000283
88	0.000406
91	0.000331
94	0.000291
96	0.000322
98	0.000292
100	0.000300
1	0.000151
2	0.000133
4	0.000132
5	0.000111
7	0.000095
88	0.000283
8	0.000213
10	0.000213
12	0.000210
14	0.000223
16	0.000226
18	0.000244
20	0.000239
21	0.000245
23	0.000234
24	0.000232
26	0.000242
27	0.000275
29	0.000226
30	0.000244
31	0.000296
32	0.000212
33	0.000266
34	0.000275
35	0.000257
36	0.000192
37	0.000269
38	0.000285
40	0.000287
42	0.000304
43	0.000263
44	0.000264
