1	0.000176
1001	0.001311
2001	0.002229
3001	0.002390
4001	0.003231
5001	0.004057
6001	0.004089
7001	0.005340
8001	0.005128
9001	0.005313
10001	0.005166
11001	0.006013
12001	0.006766
13001	0.007696
14001	0.007260
15001	0.008531
16001	0.009980
17001	0.008909
18001	0.009544
19001	0.011896
20001	0.011965
21001	0.011519
22001	0.014123
23001	0.015215
24001	0.013787
25001	0.016488
26001	0.015503
27001	0.016228
28001	0.014998
29001	0.016303
30001	0.017446
31001	0.020955
32001	0.019088
33001	0.018407
34001	0.019932
35001	0.019569
36001	0.021765
37001	0.022555
38001	0.025184
39001	0.023281
40001	0.022019
41001	0.025628
42001	0.026544
43001	0.029686
44001	0.027051
45001	0.025732
46001	0.024480
47001	0.025994
48001	0.026673
49001	0.026836
50001	0.028547
51001	0.033924
52001	0.030858
53001	0.031189
54001	0.031741
55001	0.035936
56001	0.032984
57001	0.031602
58001	0.035937
59001	0.033667
60001	0.034470
61001	0.033174
62001	0.034739
63001	0.038690
64001	0.036381
65001	0.036008
66001	0.035567
67001	0.046394
68001	0.040177
69001	0.045268
70001	0.037780
71001	0.038687
72001	0.044096
73001	0.040952
74001	0.042557
75001	0.043490
76001	0.043236
77001	0.041420
78001	0.052807
79001	0.049338
80001	0.052164
81001	0.045591
82001	0.046752
83001	0.050589
84001	0.054875
85001	0.050747
86001	0.050043
87001	0.049140
88001	0.053517
89001	0.053763
90001	0.052574
91001	0.058654
92001	0.052939
93001	0.054034
94001	0.060883
95001	0.055805
96001	0.060681
97001	0.055896
98001	0.062831
99001	0.056629
