1	0.000243
100	0.000310
1000	0.000623
2000	0.002372
500	0.000730
4000	0.004266
6500	0.008514
8500	0.011381
11000	0.012284
13000	0.013604
14500	0.015951
16500	0.015809
17500	0.015795
19000	0.017671
20000	0.019025
21000	0.017199
23000	0.019196
23500	0.016961
25500	0.022532
26500	0.019938
28500	0.024531
29000	0.022367
30000	0.021175
32000	0.023313
34000	0.030116
36000	0.028359
38000	0.027789
40000	0.032292
41000	0.033256
43000	0.033523
45000	0.032774
48000	0.033156
50000	0.034238
55000	0.037253
57000	0.034235
60000	0.040485
61000	0.037842
64000	0.042070
68000	0.045751
71000	0.044410
73000	0.043685
79000	0.049857
82000	0.049187
85000	0.054621
88000	0.052361
90000	0.057738
93000	0.059249
96000	0.056517
99000	0.061132
100000	0.058856
